id,make,model,VClass,year,region
35238,Mitsubishi,Outlander Sport 2WD,Small Sport Utility Vehicle 2WD,2015,jp
35239,Mitsubishi,Outlander Sport 2WD,Small Sport Utility Vehicle 2WD,2015,jp
35243,Mitsubishi,Outlander 4WD,Small Sport Utility Vehicle 4WD,2015,jp
35244,Mitsubishi,Outlander 4WD,Small Sport Utility Vehicle 4WD,2015,jp
35245,Mitsubishi,Outlander Sport 4WD,Small Sport Utility Vehicle 4WD,2015,jp
35428,Mitsubishi,Lancer,Compact Cars,2015,jp
35429,Mitsubishi,Lancer,Compact Cars,2015,jp
35430,Mitsubishi,Lancer,Compact Cars,2015,jp
35431,Mitsubishi,Lancer,Compact Cars,2015,jp
35432,Mitsubishi,Lancer AWD,Compact Cars,2015,jp
35772,Mitsubishi,Lancer AWD,Compact Cars,2015,jp
35773,Mitsubishi,Lancer Evolution,Compact Cars,2015,jp
35774,Mitsubishi,Lancer Evolution,Compact Cars,2015,jp
36050,Mitsubishi,Outlander Sport 2WD,Small Sport Utility Vehicle 2WD,2015,jp
36051,Mitsubishi,Outlander Sport 4WD,Small Sport Utility Vehicle 4WD,2015,jp
36023,Mitsubishi,i-MiEV,Subcompact Cars,2016,jp
36329,Mitsubishi,Outlander 2WD,Small Sport Utility Vehicle 2WD,2016,jp
36337,Mitsubishi,Outlander 4WD,Small Sport Utility Vehicle 4WD,2016,jp
36338,Mitsubishi,Outlander 4WD,Small Sport Utility Vehicle 4WD,2016,jp
37099,Mitsubishi,Lancer,Compact Cars,2016,jp
37100,Mitsubishi,Lancer,Compact Cars,2016,jp
37101,Mitsubishi,Lancer,Compact Cars,2016,jp
37102,Mitsubishi,Lancer,Compact Cars,2016,jp
37145,Mitsubishi,Lancer 4WD,Compact Cars,2016,jp
37256,Mitsubishi,Outlander Sport 2WD,Small Sport Utility Vehicle 2WD,2016,jp
37257,Mitsubishi,Outlander Sport 2WD,Small Sport Utility Vehicle 2WD,2016,jp
37258,Mitsubishi,Outlander Sport 2WD,Small Sport Utility Vehicle 2WD,2016,jp
37259,Mitsubishi,Outlander Sport 4WD,Small Sport Utility Vehicle 4WD,2016,jp
37260,Mitsubishi,Outlander Sport 4WD,Small Sport Utility Vehicle 4WD,2016,jp
37290,Mitsubishi,Mirage,Compact Cars,2017,jp
37291,Mitsubishi,Mirage,Compact Cars,2017,jp
37293,Mitsubishi,i-MiEV,Subcompact Cars,2017,jp
37338,Mitsubishi,Mirage G4,Compact Cars,2017,jp
37339,Mitsubishi,Mirage G4,Compact Cars,2017,jp
38145,Mitsubishi,Lancer,Compact Cars,2017,jp
38146,Mitsubishi,Lancer,Compact Cars,2017,jp
38147,Mitsubishi,Lancer 4WD,Compact Cars,2017,jp
38281,Mitsubishi,Outlander 2WD,Small Sport Utility Vehicle 2WD,2017,jp
38282,Mitsubishi,Outlander Sport 2WD,Small Sport Utility Vehicle 2WD,2017,jp
38283,Mitsubishi,Outlander Sport 2WD,Small Sport Utility Vehicle 2WD,2017,jp
38288,Mitsubishi,Outlander 4WD,Small Sport Utility Vehicle 4WD,2017,jp
38289,Mitsubishi,Outlander 4WD,Small Sport Utility Vehicle 4WD,2017,jp
38290,Mitsubishi,Outlander Sport 4WD,Small Sport Utility Vehicle 4WD,2017,jp
38547,Mitsubishi,Outlander Sport 2WD,Small Sport Utility Vehicle 2WD,2017,jp
38548,Mitsubishi,Outlander Sport 4WD,Small Sport Utility Vehicle 4WD,2017,jp
39149,Mitsubishi,Mirage,Compact Cars,2018,jp
39150,Mitsubishi,Mirage,Compact Cars,2018,jp
39151,Mitsubishi,Mirage G4,Compact Cars,2018,jp
39152,Mitsubishi,Mirage G4,Compact Cars,2018,jp
39676,Mitsubishi,Outlander 2WD,Small Sport Utility Vehicle 2WD,2018,jp
39677,Mitsubishi,Outlander Sport 2WD,Small Sport Utility Vehicle 2WD,2018,jp
39678,Mitsubishi,Outlander Sport 2WD,Small Sport Utility Vehicle 2WD,2018,jp
39679,Mitsubishi,Outlander Sport 2WD,Small Sport Utility Vehicle 2WD,2018,jp
39687,Mitsubishi,Outlander 4WD,Small Sport Utility Vehicle 4WD,2018,jp
39688,Mitsubishi,Outlander 4WD,Small Sport Utility Vehicle 4WD,2018,jp
39689,Mitsubishi,Outlander Sport 4WD,Small Sport Utility Vehicle 4WD,2018,jp
39690,Mitsubishi,Outlander Sport 4WD,Small Sport Utility Vehicle 4WD,2018,jp
39830,Mitsubishi,Outlander PHEV,Small Sport Utility Vehicle 4WD,2018,jp
39921,Mitsubishi,Eclipse Cross 2WD,Small Sport Utility Vehicle 2WD,2018,jp
39922,Mitsubishi,Eclipse Cross ES 2WD,Small Sport Utility Vehicle 2WD,2018,jp
39923,Mitsubishi,Eclipse Cross 4WD,Small Sport Utility Vehicle 4WD,2018,jp
39924,Mitsubishi,Eclipse Cross ES 4WD,Small Sport Utility Vehicle 4WD,2018,jp
40355,Mitsubishi,Eclipse Cross 2WD,Small Sport Utility Vehicle 2WD,2019,jp
40356,Mitsubishi,Eclipse Cross ES 2WD,Small Sport Utility Vehicle 2WD,2019,jp
40359,Mitsubishi,Eclipse Cross 4WD,Small Sport Utility Vehicle 4WD,2019,jp
40360,Mitsubishi,Eclipse Cross ES 4WD,Small Sport Utility Vehicle 4WD,2019,jp
40510,Mitsubishi,Outlander 2WD,Small Sport Utility Vehicle 2WD,2019,jp
40516,Mitsubishi,Outlander 4WD,Small Sport Utility Vehicle 4WD,2019,jp
40517,Mitsubishi,Outlander 4WD,Small Sport Utility Vehicle 4WD,2019,jp
40742,Mitsubishi,Outlander Sport 2WD,Small Sport Utility Vehicle 2WD,2019,jp
40743,Mitsubishi,Outlander Sport 2WD,Small Sport Utility Vehicle 2WD,2019,jp
40744,Mitsubishi,Outlander Sport 2WD,Small Sport Utility Vehicle 2WD,2019,jp
40753,Mitsubishi,Outlander Sport 4WD,Small Sport Utility Vehicle 4WD,2019,jp
40754,Mitsubishi,Outlander Sport 4WD,Small Sport Utility Vehicle 4WD,2019,jp
40936,Mitsubishi,Mirage,Compact Cars,2019,jp
40937,Mitsubishi,Mirage,Compact Cars,2019,jp
40938,Mitsubishi,Mirage G4,Compact Cars,2019,jp
40939,Mitsubishi,Mirage G4,Compact Cars,2019,jp
41133,Mitsubishi,Outlander PHEV,Small Sport Utility Vehicle 4WD,2019,jp
41478,Mitsubishi,Outlander 2WD,Small Sport Utility Vehicle 2WD,2020,jp
41484,Mitsubishi,Outlander 4WD,Small Sport Utility Vehicle 4WD,2020,jp
41565,Mitsubishi,Eclipse Cross 2WD,Small Sport Utility Vehicle 2WD,2020,jp
41566,Mitsubishi,Eclipse Cross ES 2WD,Small Sport Utility Vehicle 2WD,2020,jp
41567,Mitsubishi,Eclipse Cross ES 4WD,Small Sport Utility Vehicle 4WD,2020,jp
41756,Mitsubishi,Outlander Sport 2WD,Small Sport Utility Vehicle 2WD,2020,jp
41768,Mitsubishi,Outlander Sport 4WD,Small Sport Utility Vehicle 4WD,2020,jp
41769,Mitsubishi,Eclipse Cross 4WD,Small Sport Utility Vehicle 4WD,2020,jp
42040,Mitsubishi,Outlander Sport 2WD,Small Sport Utility Vehicle 2WD,2020,jp
42047,Mitsubishi,Outlander 4WD,Small Sport Utility Vehicle 4WD,2020,jp
42048,Mitsubishi,Outlander Sport 4WD,Small Sport Utility Vehicle 4WD,2020,jp
42110,Mitsubishi,Outlander PHEV,Small Sport Utility Vehicle 4WD,2020,jp
42227,Mitsubishi,Mirage,Compact Cars,2020,jp
42228,Mitsubishi,Mirage,Compact Cars,2020,jp
42229,Mitsubishi,Mirage G4,Compact Cars,2020,jp
42230,Mitsubishi,Mirage G4,Compact Cars,2020,jp
43473,Mitsubishi,Outlander Sport 2WD,Small Sport Utility Vehicle 2WD,2021,jp
43474,Mitsubishi,Outlander Sport 2WD,Small Sport Utility Vehicle 2WD,2021,jp
43477,Mitsubishi,Outlander Sport 4WD,Small Sport Utility Vehicle 4WD,2021,jp
43478,Mitsubishi,Outlander Sport 4WD,Small Sport Utility Vehicle 4WD,2021,jp
43566,Mitsubishi,Mirage,Compact Cars,2021,jp
43567,Mitsubishi,Mirage,Compact Cars,2021,jp
43568,Mitsubishi,Mirage G4,Compact Cars,2021,jp
43569,Mitsubishi,Mirage G4,Compact Cars,2021,jp
43726,Mitsubishi,Outlander PHEV,Small Sport Utility Vehicle 4WD,2021,jp
43705,Mitsubishi,Eclipse Cross 2WD,Small Sport Utility Vehicle 2WD,2022,jp
43706,Mitsubishi,Eclipse Cross ES 2WD,Small Sport Utility Vehicle 2WD,2022,jp
43708,Mitsubishi,Eclipse Cross 4WD,Small Sport Utility Vehicle 4WD,2022,jp
43709,Mitsubishi,Eclipse Cross ES 4WD,Small Sport Utility Vehicle 4WD,2022,jp
43751,Mitsubishi,Outlander 2WD,Small Sport Utility Vehicle 2WD,2022,jp
43756,Mitsubishi,Outlander 4WD,Small Sport Utility Vehicle 4WD,2022,jp
44288,Mitsubishi,Mirage,Compact Cars,2022,jp
44289,Mitsubishi,Mirage,Compact Cars,2022,jp
44290,Mitsubishi,Mirage G4,Compact Cars,2022,jp
44291,Mitsubishi,Mirage G4,Compact Cars,2022,jp
44309,Mitsubishi,Outlander Sport 2WD,Small Sport Utility Vehicle 2WD,2022,jp
44310,Mitsubishi,Outlander Sport 2WD,Small Sport Utility Vehicle 2WD,2022,jp
44320,Mitsubishi,Outlander Sport 4WD,Small Sport Utility Vehicle 4WD,2022,jp
44321,Mitsubishi,Outlander Sport 4WD,Small Sport Utility Vehicle 4WD,2022,jp
44460,Mitsubishi,Outlander PHEV,Small Sport Utility Vehicle 4WD,2022,jp
44411,Nissan,Armada 4WD,Standard Sport Utility Vehicle 4WD,2022,jp
44412,Nissan,Armada 4WD,Standard Sport Utility Vehicle 4WD,2022,jp
44446,Nissan,Leaf (40 kW-hr battery pack),Midsize Cars,2022,jp
44447,Nissan,Leaf (62 kW-hr battery pack),Midsize Cars,2022,jp
44448,Nissan,Leaf SV/SL (62 kW-hr battery pack),Midsize Cars,2022,jp
44458,Nissan,Frontier 2WD,Standard Pickup Trucks 2WD,2022,jp
44459,Nissan,Frontier 4WD,Standard Pickup Trucks 4WD,2022,jp
44803,Nissan,Altima,Midsize Cars,2022,jp
44804,Nissan,Altima SR,Midsize Cars,2022,jp
44805,Nissan,Altima AWD,Midsize Cars,2022,jp
44806,Nissan,Altima AWD SR/Platinum,Midsize Cars,2022,jp
44807,Nissan,Altima SV/SL,Midsize Cars,2022,jp
44808,Nissan,Altima SR,Midsize Cars,2022,jp
44847,Nissan,Maxima,Midsize Cars,2022,jp
44849,Nissan,Murano FWD,Midsize Station Wagons,2022,jp
44850,Nissan,Murano AWD,Midsize Station Wagons,2022,jp
44888,Nissan,Versa,Compact Cars,2022,jp
44889,Nissan,Versa,Compact Cars,2022,jp
44890,Nissan,Sentra,Midsize Cars,2022,jp
44891,Nissan,Sentra SR,Midsize Cars,2022,jp
44942,Nissan,Rogue FWD,Small Sport Utility Vehicle 2WD,2022,jp
44943,Nissan,Rogue FWD SL/Platinum,Small Sport Utility Vehicle 2WD,2022,jp
44947,Nissan,Rogue AWD,Small Sport Utility Vehicle 4WD,2022,jp
44948,Nissan,Rogue AWD SL/Platinum,Small Sport Utility Vehicle 4WD,2022,jp
45036,Nissan,Kicks,Midsize Cars,2022,jp
45061,Nissan,Rogue Sport AWD,Small Station Wagons,2022,jp
45062,Nissan,Rogue Sport,Small Station Wagons,2022,jp
45111,Nissan,Titan 2WD,Standard Pickup Trucks 2WD,2022,jp
45112,Nissan,Titan 4WD,Standard Pickup Trucks 4WD,2022,jp
45113,Nissan,Titan 4WD PRO4X,Standard Pickup Trucks 4WD,2022,jp
30292,Suzuki,Swift x,Subcompact Cars,2011,jp
30294,Suzuki,Swift x,Subcompact Cars,2011,jp
30643,Suzuki,SX4 Sedan,Compact Cars,2011,jp
30644,Suzuki,SX4 Sedan,Compact Cars,2011,jp
30645,Suzuki,SX4 Sport/Anniversary Edition,Compact Cars,2011,jp
30646,Suzuki,SX4 Sport/Anniversary Edition,Compact Cars,2011,jp
30647,Suzuki,Kizashi S,Compact Cars,2011,jp
30648,Suzuki,Kizashi,Compact Cars,2011,jp
30649,Suzuki,Kizashi S,Compact Cars,2011,jp
30650,Suzuki,Kizashi,Compact Cars,2011,jp
30651,Suzuki,Kizashi S AWD,Compact Cars,2011,jp
30652,Suzuki,Kizashi AWD,Compact Cars,2011,jp
30699,Suzuki,SX4 AWD,Small Station Wagons,2011,jp
30700,Suzuki,SX4 AWD,Small Station Wagons,2011,jp
30701,Suzuki,SX4,Small Station Wagons,2011,jp
30702,Suzuki,SX4,Small Station Wagons,2011,jp
30710,Suzuki,Equator 2WD,Small Pickup Trucks 2WD,2011,jp
30711,Suzuki,Equator 2WD,Small Pickup Trucks 2WD,2011,jp
30762,Suzuki,Grand Vitara,Sport Utility Vehicle - 2WD,2011,jp
30763,Suzuki,Grand Vitara,Sport Utility Vehicle - 2WD,2011,jp
30822,Suzuki,Grand Vitara 4WD,Sport Utility Vehicle - 4WD,2011,jp
30878,Suzuki,Equator 2WD,Small Pickup Trucks 2WD,2011,jp
30881,Suzuki,Equator 4WD,Small Pickup Trucks 4WD,2011,jp
31724,Suzuki,SX4 Sedan,Compact Cars,2012,jp
31725,Suzuki,SX4 Sedan,Compact Cars,2012,jp
31726,Suzuki,SX4 Sport,Compact Cars,2012,jp
31727,Suzuki,SX4 Sport,Compact Cars,2012,jp
31728,Suzuki,Kizashi S,Compact Cars,2012,jp
31729,Suzuki,Kizashi,Compact Cars,2012,jp
31730,Suzuki,Kizashi S,Compact Cars,2012,jp
31731,Suzuki,Kizashi,Compact Cars,2012,jp
31732,Suzuki,Kizashi S AWD,Compact Cars,2012,jp
31733,Suzuki,Kizashi AWD,Compact Cars,2012,jp
31832,Suzuki,SX4 AWD,Small Station Wagons,2012,jp
31833,Suzuki,SX4 AWD,Small Station Wagons,2012,jp
31834,Suzuki,SX4,Small Station Wagons,2012,jp
31835,Suzuki,SX4,Small Station Wagons,2012,jp
31841,Suzuki,Equator 2WD,Small Pickup Trucks 2WD,2012,jp
31842,Suzuki,Equator 2WD,Small Pickup Trucks 2WD,2012,jp
31843,Suzuki,Equator 2WD,Small Pickup Trucks 2WD,2012,jp
31850,Suzuki,Equator 4WD,Small Pickup Trucks 4WD,2012,jp
31938,Suzuki,Grand Vitara,Sport Utility Vehicle - 2WD,2012,jp
31939,Suzuki,Grand Vitara,Sport Utility Vehicle - 2WD,2012,jp
31993,Suzuki,Grand Vitara 4WD,Sport Utility Vehicle - 4WD,2012,jp
33048,Suzuki,SX4 AWD,Subcompact Cars,2013,jp
33049,Suzuki,SX4 AWD,Subcompact Cars,2013,jp
33050,Suzuki,SX4,Subcompact Cars,2013,jp
33051,Suzuki,SX4,Subcompact Cars,2013,jp
33062,Suzuki,SX4 Sedan,Compact Cars,2013,jp
33063,Suzuki,SX4 Sedan,Compact Cars,2013,jp
33064,Suzuki,SX4 Sport,Compact Cars,2013,jp
33065,Suzuki,SX4 Sport,Compact Cars,2013,jp
33066,Suzuki,Kizashi,Compact Cars,2013,jp
33067,Suzuki,Kizashi S,Compact Cars,2013,jp
33068,Suzuki,Kizashi,Compact Cars,2013,jp
33069,Suzuki,Kizashi S AWD,Compact Cars,2013,jp
33070,Suzuki,Kizashi AWD,Compact Cars,2013,jp
33127,Suzuki,Grand Vitara,Small Sport Utility Vehicle 2WD,2013,jp
33128,Suzuki,Grand Vitara,Small Sport Utility Vehicle 2WD,2013,jp
33130,Suzuki,Grand Vitara 4WD,Small Sport Utility Vehicle 4WD,2013,jp
30086,Toyota,Camry,Midsize Cars,2011,jp
30087,Toyota,Camry,Midsize Cars,2011,jp
30088,Toyota,Camry,Midsize Cars,2011,jp
30089,Toyota,Camry Hybrid,Midsize Cars,2011,jp
30112,Toyota,Avalon,Large Cars,2011,jp
30175,Toyota,Sienna 2WD,Minivan - 2WD,2011,jp
30176,Toyota,Sienna 2WD,Minivan - 2WD,2011,jp
30177,Toyota,Sienna AWD,Minivan - 4WD,2011,jp
30445,Toyota,Tacoma 2WD,Small Pickup Trucks 2WD,2011,jp
30446,Toyota,Tacoma 2WD,Small Pickup Trucks 2WD,2011,jp
30447,Toyota,Tacoma 2WD,Small Pickup Trucks 2WD,2011,jp
30448,Toyota,Tacoma 2WD,Small Pickup Trucks 2WD,2011,jp
30449,Toyota,Tacoma 4WD,Small Pickup Trucks 4WD,2011,jp
30450,Toyota,Tacoma 4WD,Small Pickup Trucks 4WD,2011,jp
30451,Toyota,Tacoma 4WD,Small Pickup Trucks 4WD,2011,jp
30452,Toyota,Tacoma 4WD,Small Pickup Trucks 4WD,2011,jp
30623,Toyota,Yaris,Subcompact Cars,2011,jp
30624,Toyota,Yaris,Subcompact Cars,2011,jp
30715,Toyota,Tundra 2WD,Standard Pickup Trucks 2WD,2011,jp
30716,Toyota,Tundra 2WD,Standard Pickup Trucks 2WD,2011,jp
30720,Toyota,Tundra 4WD,Standard Pickup Trucks 4WD,2011,jp
30721,Toyota,Tundra 4WD,Standard Pickup Trucks 4WD,2011,jp
30722,Toyota,Tundra 4WD FFV,Standard Pickup Trucks 4WD,2011,jp
30764,Toyota,RAV4 2WD,Sport Utility Vehicle - 2WD,2011,jp
30765,Toyota,Highlander 2WD,Sport Utility Vehicle - 2WD,2011,jp
30766,Toyota,Highlander 2WD,Sport Utility Vehicle - 2WD,2011,jp
30767,Toyota,RAV4 2WD,Sport Utility Vehicle - 2WD,2011,jp
30768,Toyota,4Runner 2WD,Sport Utility Vehicle - 2WD,2011,jp
30769,Toyota,4Runner 2WD,Sport Utility Vehicle - 2WD,2011,jp
30770,Toyota,Sequoia 2WD,Sport Utility Vehicle - 2WD,2011,jp
30771,Toyota,Sequoia 2WD,Sport Utility Vehicle - 2WD,2011,jp
30823,Toyota,RAV4 4WD,Sport Utility Vehicle - 4WD,2011,jp
30824,Toyota,Highlander 4WD,Sport Utility Vehicle - 4WD,2011,jp
30825,Toyota,RAV4 4WD,Sport Utility Vehicle - 4WD,2011,jp
30826,Toyota,Highlander Hybrid 4WD,Sport Utility Vehicle - 4WD,2011,jp
30827,Toyota,4Runner 4WD,Sport Utility Vehicle - 4WD,2011,jp
30828,Toyota,4Runner 4WD,Sport Utility Vehicle - 4WD,2011,jp
30829,Toyota,Sequoia 4WD,Sport Utility Vehicle - 4WD,2011,jp
30830,Toyota,Land Cruiser Wagon 4WD,Sport Utility Vehicle - 4WD,2011,jp
30831,Toyota,Sequoia 4WD,Sport Utility Vehicle - 4WD,2011,jp
30832,Toyota,Sequoia 4WD FFV,Sport Utility Vehicle - 4WD,2011,jp
30846,Toyota,Corolla,Compact Cars,2011,jp
30847,Toyota,Corolla,Compact Cars,2011,jp
30848,Toyota,Corolla,Compact Cars,2011,jp
30849,Toyota,Corolla,Compact Cars,2011,jp
30870,Toyota,Matrix,Small Station Wagons,2011,jp
30871,Toyota,Matrix,Small Station Wagons,2011,jp
30872,Toyota,Matrix,Small Station Wagons,2011,jp
30873,Toyota,Matrix,Small Station Wagons,2011,jp
30874,Toyota,Matrix,Small Station Wagons,2011,jp
30882,Toyota,Tundra 2WD,Standard Pickup Trucks 2WD,2011,jp
30897,Toyota,FJ Cruiser 2WD,Sport Utility Vehicle - 2WD,2011,jp
30898,Toyota,Venza,Sport Utility Vehicle - 2WD,2011,jp
30899,Toyota,Venza,Sport Utility Vehicle - 2WD,2011,jp
30913,Toyota,FJ Cruiser 4WD,Sport Utility Vehicle - 4WD,2011,jp
30914,Toyota,FJ Cruiser 4WD,Sport Utility Vehicle - 4WD,2011,jp
30915,Toyota,Venza AWD,Sport Utility Vehicle - 4WD,2011,jp
30916,Toyota,Venza AWD,Sport Utility Vehicle - 4WD,2011,jp
30919,Toyota,Prius,Midsize Cars,2011,jp
31734,Toyota,Yaris,Compact Cars,2012,jp
31735,Toyota,Yaris,Compact Cars,2012,jp
31765,Toyota,Camry,Midsize Cars,2012,jp
31766,Toyota,Camry,Midsize Cars,2012,jp
31767,Toyota,Prius,Midsize Cars,2012,jp
31836,Toyota,Prius v,Midsize Station Wagons,2012,jp
31844,Toyota,Tacoma 2WD,Small Pickup Trucks 2WD,2012,jp
31845,Toyota,Tacoma 2WD,Small Pickup Trucks 2WD,2012,jp
31846,Toyota,Tacoma 2WD,Small Pickup Trucks 2WD,2012,jp
31847,Toyota,Tacoma 2WD,Small Pickup Trucks 2WD,2012,jp
31851,Toyota,Tacoma 4WD,Small Pickup Trucks 4WD,2012,jp
31852,Toyota,Tacoma 4WD,Small Pickup Trucks 4WD,2012,jp
31853,Toyota,Tacoma 4WD,Small Pickup Trucks 4WD,2012,jp
31854,Toyota,Tacoma 4WD,Small Pickup Trucks 4WD,2012,jp
31859,Toyota,Tundra 2WD,Standard Pickup Trucks 2WD,2012,jp
31860,Toyota,Tundra 2WD,Standard Pickup Trucks 2WD,2012,jp
31861,Toyota,Tundra 2WD,Standard Pickup Trucks 2WD,2012,jp
31866,Toyota,Tundra 4WD,Standard Pickup Trucks 4WD,2012,jp
31867,Toyota,Tundra 4WD,Standard Pickup Trucks 4WD,2012,jp
31868,Toyota,Tundra 4WD FFV,Standard Pickup Trucks 4WD,2012,jp
31897,Toyota,Sienna 2WD,Minivan - 2WD,2012,jp
31898,Toyota,Sienna 2WD,Minivan - 2WD,2012,jp
31899,Toyota,Sienna AWD,Minivan - 4WD,2012,jp
31940,Toyota,Highlander 2WD,Sport Utility Vehicle - 2WD,2012,jp
31941,Toyota,Highlander 2WD,Sport Utility Vehicle - 2WD,2012,jp
31942,Toyota,FJ Cruiser 2WD,Sport Utility Vehicle - 2WD,2012,jp
31943,Toyota,Sequoia 2WD,Sport Utility Vehicle - 2WD,2012,jp
31944,Toyota,Sequoia 2WD,Sport Utility Vehicle - 2WD,2012,jp
31994,Toyota,Highlander 4WD,Sport Utility Vehicle - 4WD,2012,jp
31995,Toyota,Highlander Hybrid 4WD,Sport Utility Vehicle - 4WD,2012,jp
31996,Toyota,FJ Cruiser 4WD,Sport Utility Vehicle - 4WD,2012,jp
31997,Toyota,FJ Cruiser 4WD,Sport Utility Vehicle - 4WD,2012,jp
31998,Toyota,Sequoia 4WD,Sport Utility Vehicle - 4WD,2012,jp
31999,Toyota,Sequoia 4WD,Sport Utility Vehicle - 4WD,2012,jp
32000,Toyota,Sequoia 4WD FFV,Sport Utility Vehicle - 4WD,2012,jp
32092,Toyota,Camry Hybrid LE,Midsize Cars,2012,jp
32093,Toyota,Camry Hybrid XLE,Midsize Cars,2012,jp
32134,Toyota,4Runner 2WD,Sport Utility Vehicle - 2WD,2012,jp
32152,Toyota,4Runner 4WD,Sport Utility Vehicle - 4WD,2012,jp
32153,Toyota,4Runner 4WD,Sport Utility Vehicle - 4WD,2012,jp
32163,Toyota,Avalon,Large Cars,2012,jp
32181,Toyota,Corolla,Compact Cars,2012,jp
32182,Toyota,Corolla,Compact Cars,2012,jp
32183,Toyota,Prius c,Compact Cars,2012,jp
32191,Toyota,Matrix,Small Station Wagons,2012,jp
32192,Toyota,Matrix,Small Station Wagons,2012,jp
32193,Toyota,Matrix,Small Station Wagons,2012,jp
32194,Toyota,Matrix,Small Station Wagons,2012,jp
32195,Toyota,Matrix,Small Station Wagons,2012,jp
32196,Toyota,RAV4 2WD,Sport Utility Vehicle - 2WD,2012,jp
32197,Toyota,RAV4 2WD,Sport Utility Vehicle - 2WD,2012,jp
32198,Toyota,Venza,Sport Utility Vehicle - 2WD,2012,jp
32199,Toyota,Venza,Sport Utility Vehicle - 2WD,2012,jp
32200,Toyota,RAV4 4WD,Sport Utility Vehicle - 4WD,2012,jp
32201,Toyota,RAV4 4WD,Sport Utility Vehicle - 4WD,2012,jp
32202,Toyota,Venza AWD,Sport Utility Vehicle - 4WD,2012,jp
32203,Toyota,Venza AWD,Sport Utility Vehicle - 4WD,2012,jp
32484,Toyota,Prius Plug-in Hybrid,Midsize Cars,2012,jp
33308,Toyota,RAV4 EV,Sport Utility Vehicle - 2WD,2012,jp
32227,Toyota,Land Cruiser Wagon 4WD,Standard Sport Utility Vehicle 4WD,2013,jp
32551,Toyota,Venza,Small Sport Utility Vehicle 2WD,2013,jp
32552,Toyota,Venza,Small Sport Utility Vehicle 2WD,2013,jp
32553,Toyota,Venza AWD,Small Sport Utility Vehicle 4WD,2013,jp
32554,Toyota,Venza AWD,Small Sport Utility Vehicle 4WD,2013,jp
32950,Toyota,Corolla,Compact Cars,2013,jp
32951,Toyota,Corolla,Compact Cars,2013,jp
33108,Toyota,Matrix,Small Station Wagons,2013,jp
33109,Toyota,Matrix,Small Station Wagons,2013,jp
33110,Toyota,Matrix,Small Station Wagons,2013,jp
33111,Toyota,Matrix,Small Station Wagons,2013,jp
33112,Toyota,Matrix,Small Station Wagons,2013,jp
33113,Toyota,Tacoma 2WD,Small Pickup Trucks 2WD,2013,jp
33114,Toyota,Tacoma 2WD,Small Pickup Trucks 2WD,2013,jp
33115,Toyota,Tacoma 2WD,Small Pickup Trucks 2WD,2013,jp
33116,Toyota,Tacoma 2WD,Small Pickup Trucks 2WD,2013,jp
33117,Toyota,Tacoma 4WD,Small Pickup Trucks 4WD,2013,jp
33118,Toyota,Tacoma 4WD,Small Pickup Trucks 4WD,2013,jp
33119,Toyota,Tacoma 4WD,Small Pickup Trucks 4WD,2013,jp
33120,Toyota,Tacoma 4WD,Small Pickup Trucks 4WD,2013,jp
33121,Toyota,Sienna 2WD,Minivan - 2WD,2013,jp
33122,Toyota,Sienna 2WD,Minivan - 2WD,2013,jp
33123,Toyota,Sienna AWD,Minivan - 4WD,2013,jp
33194,Toyota,Tundra 2WD,Standard Pickup Trucks 2WD,2013,jp
33195,Toyota,Tundra 2WD,Standard Pickup Trucks 2WD,2013,jp
33196,Toyota,Tundra 2WD,Standard Pickup Trucks 2WD,2013,jp
33210,Toyota,Tundra 4WD,Standard Pickup Trucks 4WD,2013,jp
33211,Toyota,Tundra 4WD,Standard Pickup Trucks 4WD,2013,jp
33212,Toyota,Tundra 4WD FFV,Standard Pickup Trucks 4WD,2013,jp
33231,Toyota,Highlander 2WD,Small Sport Utility Vehicle 2WD,2013,jp
33232,Toyota,Highlander 2WD,Small Sport Utility Vehicle 2WD,2013,jp
33233,Toyota,FJ Cruiser 2WD,Small Sport Utility Vehicle 2WD,2013,jp
33242,Toyota,Highlander 4WD,Small Sport Utility Vehicle 4WD,2013,jp
33243,Toyota,FJ Cruiser 4WD,Small Sport Utility Vehicle 4WD,2013,jp
33244,Toyota,FJ Cruiser 4WD,Small Sport Utility Vehicle 4WD,2013,jp
33249,Toyota,4Runner 2WD,Standard Sport Utility Vehicle 2WD,2013,jp
33250,Toyota,Sequoia 2WD,Standard Sport Utility Vehicle 2WD,2013,jp
33260,Toyota,Highlander Hybrid 4WD,Standard Sport Utility Vehicle 4WD,2013,jp
33261,Toyota,4Runner 4WD,Standard Sport Utility Vehicle 4WD,2013,jp
33262,Toyota,4Runner 4WD,Standard Sport Utility Vehicle 4WD,2013,jp
33263,Toyota,Sequoia 4WD,Standard Sport Utility Vehicle 4WD,2013,jp
33264,Toyota,Sequoia 4WD FFV,Standard Sport Utility Vehicle 4WD,2013,jp
33289,Toyota,Yaris,Compact Cars,2013,jp
33290,Toyota,Yaris,Compact Cars,2013,jp
33315,Toyota,Prius c,Compact Cars,2013,jp
33324,Toyota,Prius,Midsize Cars,2013,jp
33331,Toyota,Prius v,Midsize Station Wagons,2013,jp
33335,Toyota,Prius Plug-in Hybrid,Midsize Cars,2013,jp
33348,Toyota,Avalon,Midsize Cars,2013,jp
33372,Toyota,Camry,Midsize Cars,2013,jp
33373,Toyota,Avalon Hybrid,Midsize Cars,2013,jp
